committee,cers_id,reports,type,amended_date,last_report,city,state,officer_1,officer_2,positions,2020_expenditures,num_2020_expenditures,2020_contributions,num_2020_contributions,cash_on_hand
"Victory Insurance Company, Inc. Incidental Committee",8425,4,Incidental,06/30/20,NA,Miles City,MT,"Carlson, Abigail",,Other: Make a contribution to a PAC,191000.0,6,-5824.5,1,-185175.5
Livingston HealthCare Incidental for I-185,7388,1,Incidental,06/01/18,NA,Livingston ,MT,"Speas, Ryan",,Support: I-185,0.0,0,0.0,0,-25000.0
Montanans for the 6Mill ,6324,15,Ballot Issue,03/01/19,NA,Helena,MT,"Brown, Bob","Caldwell, Lauren",Support: 6 Mill Levy,14786.59,4,533.4,1,0.0
College Democrats of Montana State University,6090,2,Independent,03/29/18,NA,Bozeman,MT,"Peoria, Joseph","Wagner, Adrian R","Other: To promote liberal and progressive values on campus, and democratic candidates who share same values",0.0,0,0.0,0,990.5
Montanans Working Together,6362,16,Independent,06/30/20,NA,Missoula,MT,"Molloy, Jim","Giarraputo, Holly",Other: To support candidates for public office in Montana through direct and/or independent expenditures.,34582.44,53,11755.0,58,0.0
Montana League of Rural Voters,5454,10,Incidental,11/28/16,NA,Billings,MT,"McMillan, Janet","Haight, Adam",Other: To promote the interests of rural voters through the civic process,0.0,0,0.0,0,-2000.0
Montana Affordable Housing Council,4578,3,Independent,06/01/16,NA,Bozeman,MT,"Thompson, Mike",,Support: To support candidates races and matters of interest to the building industry.,0.0,0,0.0,0,217.19
Marcus Daly Memorial Hospital Incidental Committee,7080,2,Incidental,12/26/18,NA,Hamilton,MT,"Erdman, Donja C",,Support: Support Passage of I 185,0.0,0,0.0,0,-101329.76
"Pacific Inter-Mountain Distribution, LLC Incidental Committee",7860,2,Incidental,10/30/18,NA,Kalispell,MT,"Thompson, Brian P",,Oppose: I-186,0.0,0,0.0,0,-1000.0
Business for Responsible Resource Development,7503,4,Ballot Issue,11/25/18,NA,Helena,MT,"Brown, Webb","Mahlum, Bridger",Oppose: I-186: Requirements for Permits and Reclamation Plans of New Hard Rock Mines Initiative,0.0,0,0.0,0,0.0
Conservatives United for Richland County ,8418,3,Independent,06/30/20,NA,Sidney,MT,"HALL, Mandy J","Hall, Jordan D","Oppose: Joel Krautter, Support: conservative candidates for local precinct committeepersons, Support: Brian Ler, Oppose: Walt McNutt",2612.5,7,3850.0,7,237.5
Billings Clinic Incidental Committee,7911,1,Incidental,11/30/18,NA,Billings,MT,"Connie, Prewitt",,Support: 6 Mill Levy,0.0,0,0.0,0,-5000.0
Dick Anderson Construction Inc.,7632,1,Incidental,10/04/18,NA,Helena,MT,"McGreevey, Corey",,Support: I-185,0.0,0,0.0,0,-5000.0
Williams Law,6212,1,Incidental,11/28/16,NA,New Orleans ,LA,"Williams III, Conrad","Taylor, Mary","Support: Dirk Sandefur - Supreme Court, Other: Contributions are not earmarked for any specific candidates or ballot issues. , Support: To make contributions to independent committees for independent expenditures for candidates and issues that impact the civil justice system.",0.0,0,0.0,0,-3000.0
Jefferson County Republican Central Cmte.,275,16,Political Party,01/20/20,NA,Montana City,MT,"Bryson, Mary",,,1687.52,10,1521.0,32,1709.94
"Morrison, Sherwood, Wilson & Deola PLLP",5657,5,Incidental,11/16/16,NA,Helena,MT,"Morrison, John",,Support: Support candidates and issues affecting the justice system.,0.0,0,0.0,0,-23029.36
Yellowstone County Republican Central Cmte.,350,2,Political Party,05/04/17,NA,Billings,MT,"Weekes, Becky",,,0.0,0,0.0,0,0.0
St Luke Community Healthcare Incidental Committee,7474,2,Incidental,07/30/18,NA,Ronan,MT,"Soukup, Paul",,"Other: Purpose: To support or oppose issues and candidates for legislative, statewide, or other public office on which the PAC agrees.  Candidates and issues may change from time to time., Support: Ballot Initiative to increase tobacco taxes to suport health care programs, Support: Contribution made to support ballot initiative to increase tobacco taxes to support health care programs",0.0,0,0.0,0,-51419.84
Montana Chamber of Commerce,2830,16,Incidental,12/11/19,NA,Helena,MT,"O'Hair, Todd","Mahlum, Bridger L","Support: Support passage of the 6-mill levy of the Montana University System (LR-128), Oppose: Oppose anti-business candidates and anti-business ballot issues, Support: Support pro-business candidates and pro-business ballot issues, Oppose: I-186: Requirements for Permits and Reclamation Plans of New Hard Rock Mines Initiative, Oppose: I-185: Raise tobacco taxes to fund health care programs",1568.7,7,0.0,0,-9356.41
Friends of Columbia Falls School District 6,8018,1,Ballot Issue,08/23/19,NA,Columbia Falls ,MT," Hagreen, Emily J","Raymond, Holli",Support: Columbia Falls Elementary School District Bond Election,3536.11,4,4050.0,9,548.89
Friends of Lolo School,7081,4,Incidental,04/29/18,NA,Lolo,MT,"Barbara , Brown",,Support: support committee for the Lolo School District #7 mill levy,590.9,1,270.9,2,-20.0
Ravalli County Republican Central Cmte,2327,21,Political Party,10/09/18,NA,Hamilton,MT,"Ballance, Nancy L",,"Oppose: I-185, I-186, Support: Support: County Comm - Chilcott; State District - Manzella (HD85), Bedey (HD86), Ballance (HD87), Greef (HD88), Ellsworth (SD43), Rosendale (US Senate), Gianforte (Congress), LR-129",36294.71,121,26386.07,347,47298.35
Carbon County Republican Central Cmte,231,13,Political Party,05/08/20,NA,Laurel,MT,"Berglee, Karla",,Support: Support Republican Party and Candidates,5097.36,9,-5538.2,10,3186.76
Montana Fire Fighters PAC,1995,17,Independent,11/27/18,NA,Great Falls,MT,"Van Son, David",,,5175.0,1,11517.93,90,16536.36
Montana Credit Union League,5573,1,Incidental,08/18/17,NA,Helena,MT,"Stofko, Ed","Smith, Karen",Support: Donation in Support of I-181,0.0,0,0.0,0,-1000.0
Yes for Kids PAC,3992,2,Independent,06/02/16,NA,Helena,MT,"Mandeville, Sunny R",,Support: School District No1 (Helena) Elementry School Bond,0.0,0,0.0,0,0.0
Pro Business Montana,8786,1,Independent,05/20/20,NA,Columbia Falls,MT,"Regier, Matt",,,0.0,0,0.0,0,0.0
 406 Safe Access,5879,4,Ballot Issue,01/07/17,NA,billings,MT,"Engellant, Jennifer",,Support: support of unnamed future ballot issue,0.0,0,0.0,0,1153.05
Stillwater Republican Women ,1245,18,Political Party,06/29/20,NA,Columbus,MT,"Keffer, Shirlee",,"Support: Promote Political edc. & activity, increase the effectiveness of women through active political participation, support Republican Candidates & to promote Principles of Freedom, Equality and Justice.",20733.18,91,20435.94,98,5290.38
Burros Club of Butte,229,9,Political Party,05/31/16,NA,Butte,MT,"Shaffer, Tyler","Prigge, Leo",Support: Democratic Party,0.0,0,0.0,0,954.61
Marsy's Law for Montana LLC,4815,3,Incidental,04/15/16,NA,Aliso Veijo,CA,"Denowh, Charles","Hastie, Chrissie",Support: To assist in the efforts to provide equal rights for victims of crime in the state of Montana,0.0,0,0.0,0,249171.94
Sanders County Republican Central Committee,325,24,Political Party,05/04/17,NA,Plains,MT,"Chadwick, Lark W","Fielder, Paul C",Support: Support Republican Candidates and Issues,1861.2,13,-299.2,15,2042.02
Montana Environmental Information Center,5039,7,Incidental,07/25/16,NA,Helena,MT,"McLane, Adam",,Oppose: I-180,0.0,0,0.0,0,-242.76
Idaho Forest Group Incidental Committee,7709,1,Incidental,10/12/18,NA,Coeur d'Alene,ID,"Luther, Jessie",,Support: made contribution to MT Business PAC,0.0,0,0.0,0,-5000.0
Vote FOR Open Lands,6943,3,Ballot Issue,08/16/18,NA,Bozeman,MT,"Schnee, Steve","Catton, Jonathan M",Support: Open Lands Levy (Gallatin County),0.0,0,0.0,0,1080.0
Libertarian Party of Gallatin Valley,6342,16,Political Party,05/15/18,NA,Bozeman,MT,"Albini, Marty",,"Other: Political, Support: Mark Wicks - US House of Representatives",91.0,4,150.0,3,279.0
Yes for Missoula Library,4452,9,Ballot Issue,03/13/17,NA,Missoula,MT,"Dolack, Monte","Theroux, Barbara",Support: To support bond issue for Missoula Public Library,0.0,0,0.0,0,0.0
Missoula Unified PACE for Education aka Missoula County Public Schools Local,392,13,Independent,10/09/19,NA,Missoula,MT,"Hull, Sara E",,Support: To provide political support for public education.,0.0,0,1948.5,2,7937.44
"Kalispell Regional Medical Center, Inc. Incidental Committee",6989,8,Incidental,11/21/18,NA,Kalispell,MT,"Spring, Jason ",,Support: contribution made to support ballott initiative to increase tobacco taxes to support health care programs,0.0,0,0.0,0,-301374.21
Republican Headquarters PAC,2810,19,Independent,06/23/14,NA,Kalispell,MT,"Falk, Leonard W","Jackson, Verdell L",Support: Support Republican candidates,0.0,0,0.0,0,1.69
Institute for Economic Justice,6952,7,Independent,10/23/18,NA,Helena,MT,"Funk, Robert",,,0.0,0,0.0,0,490.31
Forward MT Foundation,7450,5,Incidental,07/17/18,NA,Missoula,MT,"Sewell, Micah","Huff-Doria, Rachel",Support: 6 Mill Levy,0.0,0,0.0,0,857.19
Wells Fargo & Company,7878,1,Incidental,12/06/18,NA,Minneapolis,MN,"Bjerkness, Kai C",,Support: Donation in support of the 6-mill levy,0.0,0,0.0,0,-10000.0
Montana DOCPAC,374,29,Independent,04/21/16,NA,Napa,CA,"Healy, Elizabeth","Willett, James","Support: To support or oppose candidates for state and local political office, political committees, and political parties.",3935.21,19,949.9,16,9397.06
League of Women Voters Education Fund,7076,7,Incidental,11/26/18,NA,Washington,DC,"Wiant, Elaine",,Other: N/A,0.0,0,0.0,0,-650.0
Express Recovery Services Incidental Committee,7988,1,Incidental,06/17/19,NA,Salt Lake City,UT,"Luther, Jessie",,Other: contribution to MHA PAC,650.0,1,0.0,0,-650.0
Big Sky Democrats aka Young Democrats of Montana - Big Sky Dems,1756,1,Independent,07/21/16,NA,Helena,MT,"Campbell, Tyler  j",,,0.0,0,0.0,0,3689.89
Prairie County Republican Women,312,12,Political Party,01/30/20,NA,Terry,MT,"Tibbetts, Sue",,,1436.52,13,3963.75,4,3590.15
LifeSolutionz,7991,1,Incidental,06/17/19,NA,Winston-Salem,NC,"Luther, Jessie",,Other: contribution to MHA PAC,250.0,1,0.0,0,-250.0
CRH Americas PAC,8343,4,Federal Action,02/14/20,NA,Washington,DC,"Robinson, Aretha",,,2400.0,24,0.0,0,-2400.0
Coal Pac,1898,22,Independent,06/03/20,NA,Helena,MT,"Schwend, Molly",,"Support: Ross Fitzgerald for HD 17, Support: Steve Daines for U.S.Senate, Support: Jeff Welborn for SD 36, Support: Geri Custer for HD 39, Support: Tom Richmond for SD 28, Support: Dan Salomon for SD 47, Support: Ed Buttrey for HD 21, Support: Joel Krautter for HD 35, Support: Nancy Ballance for SD 44, Support: Mike Hopkins for HD 92, Support: Becky Beard for HD 80, Support: Bruce Grubbs for HD68, Support: Frank Garner for HD7, Support: Bruce Tutvedt for HD6, Support: Jon Bennion for Attorney General, Support: Terry Gauthier for SD 40, Support: Brad Hamlett HD 23, Support: Dan Salomon for SD 47, Support: Julie Dooling for HD 70, Support: Steve Fitzpatrick for SD 10, Support: Jason Small for SD 21",7407.69,25,12092.5,31,6424.21
American Cancer Society Cancer Action Network for I-185,7053,10,Incidental,11/23/18,NA,Missoula,MT,"Page-Nei, Kristin L","Killpack, John",Support: to support I-185 on 2018 ballot,0.0,0,0.0,0,-222989.48
Excellence in Voting (EIV),1526,18,Independent,08/30/18,NA,Kalispell,MT,"Konopatzke, Dennis","Chair  Thompson, Ray","Support: to support conservative candidates for State and Local Candidates and conservative political issues., Support: Dr. Olszweski for US Senator",23350.0,22,101688.25,23,1610.83
Blaine County Republican Central Cmte.,227,19,Political Party,06/10/19,NA,Chinook,MT,"Buck, Karla",,,6170.49,13,3532.0,51,4221.29
Montana Human Rights Network,8010,4,Incidental,07/30/19,NA,Helena,MT,"Carroll Rivas, Rachel E",,Oppose: LR-130,3372.7,17,0.0,0,-3372.7
Fallon County Democratic Club,248,2,Political Party,05/06/20,NA,Baker,MT,"Mueller, Betty",,,0.0,0,0.0,0,422.1
Caron Corporation,8236,1,Incidental,01/02/20,NA,Missoula,MT,"Bodlovic, Kirk","Luther, Jessie",Other: make contribution to PAC,4300.0,1,0.0,0,-4300.0
"Supporters of Helena Schools A Coalition of Parents, Businesses, Teachers and Other Concerned Citizens ",3991,2,Ballot Issue,05/29/15,NA,Helena,MT,"Toole, Dana",,Support: Mill Levy,0.0,0,0.0,0,1443.64
Great Falls Public Schools,6976,2,Incidental,04/30/18,NA,Great Falls,MT,"Lacey, Tammy",,,0.0,0,0.0,0,-1437.08
Mt Police Protective Association PAC,5182,1,Independent,04/04/16,NA,Butte,MT,"Conrad, Scott",,"Support: Legislative Candidate Jimmy Patelis, Support: Legislative Candidates Margie MacDonald, Doc Moore, Steve Lavin, Kathy Swanson, Support: Attorney General Tim Fox, Support: Governor Steve Bullock, Support: Legislative Candidate John Bedford",0.0,0,0.0,0,390.2
SEIU 775 Montana PAC,5207,31,Independent,05/03/18,NA,Helena,MT,"Helt, Jacquie",,Other: Statewide and State District candidates,1395.16,2,3315.69,98,4746.06
Spark1,9001,1,Incidental,06/30/20,NA,Bozeman,MT,"Bartlett, Danielle",,,10000.0,1,0.0,0,-10000.0
Lincoln County Democratic Central Cmte.,290,14,Political Party,06/01/20,NA,Libby,MT,"Martin, Donna L","Carney, Eileen",,2768.55,21,1179.77,54,1194.8
AFSCME,7568,1,Incidental,10/01/18,NA,Washington,DC,"Twardoski, Timm",,Support: I-185,0.0,0,0.0,0,-25000.0
Mineral Community Hospital Incidental Committee,7037,1,Incidental,04/13/18,NA,Superior,MT,"Case, Clifford P",,"Support: contribution made to ballot initiative to increase tobacco taxes to help fund certain health care programs, Support: Contribution made to support ballot initiative to increase tobacco taxes to support health care programs",0.0,0,0.0,0,-500.0
Anti C2 PAC,5183,3,Independent,04/21/16,NA,helena,MT,"Trujillo, Kym",,Other: voter guides,0.0,0,0.0,0,6017.42
"Datsopoulos MacDonald & Lind, PC",6213,1,Incidental,11/28/16,NA,Missoula,MT,"Lind, Dennis","Taylor, Mary","Support: To make contributions to independent committees for independent expenditures for candidates and issues that impact the civil justice system., Other: Contributions are not earmarked for any specific candidates or ballot issues., Support: Dirk Sandefur - Supreme Court",0.0,0,0.0,0,-5000.0
Trial Lawyers Legislative PAC,3347,29,Independent,10/17/18,NA,Helena,MT,"Smith, Allen","Taylor, Mary","Support: LR-128 6 Mill Levy, Support: To make contributions to independent committees for independent expenditures for candidates and issues that impact the civil justice system., Support: Juli Pierce - MT 13th Jud. Dist., Dept #8, Support: Colette Davies - MT 13th Jud. Dist., Dept #7",250.0,1,62.81,3,208.71
Veterans Party of Montana,4607,4,Political Party,07/14/17,NA,Missoula,MT,"Bowman, Jason E","Marbut, Scott C",Support: to elect political candidates,0.0,0,0.0,0,809.9
Montana Medical PAC,413,27,Independent,04/24/18,NA,Helena,MT,"Branscum, Jean",,"Support: I-185, Support: Fred Anderson HD20, Support: Denley Loge for HD 14, Support: Daniel Zolnikov for HD45, Support: Carl Glimm for HD6, Support: Peggy Webb HD43, Support: Bradley Tschida for HD 97, Support: Jonathan Windy Boy HD32, Support: Greg Hertz for HD 12, Support: Steve Gunderson, Support: Russel Tempel, Support: Sue Vinton for HD 56, Support: Kelly McCarthy, Support: Mark Noland for HD 10, Support: Cary Smith, Support: Al Olszewski, Support: David Howard, Support: Jim Keane for House District 73, Support: Kenneth Holmlund HD38, Support: Willis Curdy for HD98, Support: Al Olszewski, Support: Mary Caferro HD 81, Support: Dan Bartel HD29, Support: Mike Cuffe for SD 1, Support: Ray Shaw for HD71, Support: Jenny Eck for HD79, Support: Geraldine Custer for HD39, Support: Alan Redfield  HD59, Support: Mary McNally, Support: Kathy Kelker HD 47, Support: Anne Giuliano, Support: Denise Hayman for HD 66, Support: Adam Rosendale, Support: Megan Petersen, Support: Kerry White for HD 64, Support: Nancy Ballance HD 87, Support: Janet Ellis for House District 81, Support: Zac Perry, Support: Llew Jones for House, Support: Jim Hamilton HD 61, Support: Jon Tester, Support: Andrea Olsen, Support: Frank Garner – HD 7, Support: Wendy McKamey for HD19, Support: Dennis Lenz for HD 53, Support: Jeremy Trebas for HD25, Support: Nate McConnell",7104.77,23,22701.0,236,25151.87
MFPE formerly MEA-MFT,6956,13,Incidental,01/10/19,NA,Helena,MT,"Burke, Erik",,"Support: State 6 Mill Levy- Legislative Referendum 128, Support: Support Jasmine Krotov, House District 25, Support: Support Tom Jacobsen, Senate District 11, Support: Support Mary McNally, Senate District 24, Support: Support Laura Dever, House District 22, Support: Support Montana Tobacco Tax Exploratory Committee, Support: Support Robert Farris-Olsen, House District 81, Support: Elections of pro-public education, pro-public service candidates, Support: Support Helena Fire Levy, Support: Support local school mill levies & bond elections TBD, Support: Support I-185, Support: Support KEY (Kids Education Yes) , Support: Support Leesha Ford, House District 21, Support: Support Thomas Winter, House District 96",0.0,0,0.0,0,-705893.38
Montana Wildlife Federation,5198,3,Incidental,10/10/18,NA,Helena,MT,"Maki, Kevin",,,0.0,0,0.0,0,-539.71
SCL Health Montana Incidental Committee,7916,1,Incidental,12/04/18,NA,Billings,MT,"Laslovich, Jesse",,Support: 6 mill levy campaign - Montanans for Higher Education,0.0,0,0.0,0,-10000.0
Montana League of Cities and Towns,8011,4,Incidental,03/30/20,NA,Helena,MT,"Lynch, Kelly",,Oppose: Oppose LR 130,5407.43,4,752.08,3,-6911.59
St. Vincent Healthcare,5468,1,Incidental,05/20/16,NA,Billings,MT,"Kelppel, April",,Support: Support for Yes for Kids Local School Mill Levy,0.0,0,0.0,0,-10780.0
AIA Montana Pac,2189,6,Independent,01/29/18,NA,Billings,MT,"Dempster, Connie",,"Support: Support the profession of architecture, Support: Shoot Veis",0.0,0,0.0,0,561.25
Beaudette Consulting Engineers,6378,1,Incidental,08/14/17,NA,Missoula,MT,"Hubbard, Matthew",,Support: Lincolns for Levies,0.0,0,0.0,0,-2500.0
Cascade County Republican Central Committee,8021,6,Political Party,10/01/19,NA,Great Falls,MT,"Hagan, Roger A",,"Support: Trump-Pence, Support: Fitzpatrick, Steve, Support: Bennion, Jon, Support: All Republican Candidates, Support: McKamey, Wendy, Support: Daines, Steve, Support: Rosendale, Matt, Support: Downing, Troy, Support: Knudsen, Austin, Support: Fox, Tim, Support: Anderson, Fred, Support: Gianforte, Greg, Support: Sheldon-Galloway, Lola, Support: Sales, Scott, Support: Olszewski, Al, Support: Buttrey, Ed",9785.39,31,13895.93,16,7472.64
